Matches,Recursive calls,Total time,Search time
42,8,0.222208,0.002583
40,27,0.453709,0.00975
40,152,0.485959,0.040458
40,32,0.362167,0.015542
48,14,0.423666,0.006416
40,19,0.15075,0.004834
4608,1383,0.692085,0.272417
357,12,0.148042,0.003458
52,18,0.326625,0.005333
152,14,0.384166,0.004166
47,14,0.162333,0.004083
40,25,0.330167,0.005208
40,15,0.198083,0.003834
192,14,0.761042,0.008833
1827,13,0.498335,0.004417
2025,13,0.387833,0.003917
52,14,0.36725,0.003833
40,71,0.262708,0.008375
132,20,0.325168,0.005292
40,45,0.412415,0.015541
56,21,0.276249,0.005083
192,13,0.335833,0.003542
40,16,0.412334,0.005083
52,14,0.116875,0.00325
352,13,0.310084,0.004125
88,13,0.520168,0.004709
41,18,0.311041,0.005167
40,28,0.244709,0.008167
60,14,0.219209,0.004625
45,14,0.249542,0.004625
44,20,0.282418,0.005167
10920,13,0.583124,0.00575
4500,13,0.363626,0.004917
43,82,0.756791,0.024208
54,14,0.286458,0.004458
46,13,0.230125,0.0035
152,18,0.474249,0.010042
200,17,0.57725,0.011833
88,13,0.40021,0.004834
138,34,1.24467,0.022084
156,16,0.387499,0.00825
87,18,0.469708,0.007083
64,14,0.22125,0.005291
40,64,0.480624,0.01675
44,14,0.256833,0.003833
40,56,0.437625,0.015667
72,12,0.32875,0.007
90,14,0.343958,0.00375
374,18,0.865584,0.013792
11466,12,0.338917,0.003458
58,13,0.299083,0.002625
12,30,0.324375,0.00675
48,11,0.165958,0.006208
609,14,0.446834,0.004875
78,26,0.609584,0.010417
2394,11,0.443165,0.004875
48,14,0.2245,0.003417
48,14,0.400124,0.006375
153,12,0.253459,0.004125
40,29,0.417292,0.00625
41,15,0.379166,0.006417
80,13,0.252249,0.004459
110,13,0.251375,0.0035
40,25,0.250084,0.005084
174,29,0.502459,0.012417
48,13,0.324167,0.004709
65,14,0.386083,0.00425
90,13,0.245498,0.005083
2450,11,0.356333,0.00375
72,14,0.159708,0.003583
46,18,1.002,0.010541
174,13,0.4315,0.007708
70,17,0.211167,0.004791
650,14,0.151292,0.00525
48,21,0.3035,0.005833
270,20,0.713333,0.012583
48,14,0.291001,0.003667
40,34,0.131166,0.006625
42,18,0.401749,0.00475
40,16,0.3035,0.004833
75,14,0.385541,0.003708
5832,25,0.995793,0.0115
72,15,0.299377,0.006084
40,26,0.451959,0.009666
196,17,0.285542,0.007917
170,13,0.255376,0.002792
324,12,0.253459,0.004958
41,14,0.452458,0.007583
40,31,0.469584,0.009833
1225,17,0.411833,0.0045
42,18,0.451542,0.01075
40,30,0.353083,0.00675
140,17,0.327375,0.004041
480,11,0.385835,0.004209
29106,12,0.254499,0.003542
42,61,0.603167,0.010875
45,15,0.370542,0.004667
360,12,0.209292,0.003875
41,20,0.137291,0.004875
230,13,0.505916,0.004416
48,16,0.491793,0.004625
1820,18,0.450168,0.006042
46,15,0.343376,0.005667
448,20,0.641041,0.007708
189,36,0.461916,0.012625
44,15,0.100625,0.004
42,12,0.157,0.002709
288,22,0.420916,0.012
40,13,0.317666,0.004417
45,13,0.112667,0.005917
90,16,0.601042,0.005417
40,24,0.197792,0.006834
50,14,0.528708,0.005542
42,27,0.396292,0.007417
350,14,0.259208,0.006958
96,16,0.382584,0.008209
40,28,0.279083,0.005958
340,14,0.154583,0.0045
1539,17,0.617416,0.005541
40,18,0.300709,0.004417
264,12,0.266792,0.00525
72,19,0.458542,0.008375
75,11,0.313167,0.016667
198,37,0.455709,0.011209
168,15,0.389916,0.004375
52,13,0.268792,0.002792
800,26,0.343499,0.006791
64,30,0.494209,0.012084
144,13,0.153501,0.003042
100,14,0.277834,0.003083
240,13,0.162708,0.003333
52,11,0.095335,0.003584
4410,11,0.266917,0.00425
61,13,0.412708,0.007166
52,14,0.359375,0.003833
62,13,0.403292,0.007208
120,13,0.290582,0.003208
375,14,0.268793,0.003417
72,13,0.187875,0.004584
40,20,0.376207,0.00675
350,16,0.337875,0.007292
40,26,0.280249,0.011208
40,20,0.419709,0.005167
5236,25,0.762374,0.009458
87,14,0.291166,0.003417
192,15,0.293917,0.003875
168,13,0.895916,0.009541
40,15,0.229583,0.002917
77,17,0.707668,0.008042
52,51,0.452792,0.014042
50,111,0.501208,0.040167
476,13,0.231834,0.003208
76,14,0.285957,0.002916
11914,43,0.357876,0.011334
42,43,0.161416,0.014458
92,14,0.305416,0.003125
42,32,0.291499,0.007833
55,61,0.292792,0.019167
54,12,0.316375,0.003417
44,14,0.358917,0.006167
63,28,0.349501,0.010334
44,23,0.275332,0.004791
42,12,0.356583,0.005291
1600,107,0.596668,0.030334
42,17,0.415792,0.004917
147,14,0.280168,0.003542
175,13,0.183041,0.003292
40,18,0.25425,0.004625
476,14,0.240708,0.003416
56,13,0.398208,0.004291
64,12,0.329124,0.007708
40,27,0.68225,0.008666
96,12,0.246583,0.004375
1536,21,1.04625,0.014542
52,15,0.25925,0.003708
63,49,0.634501,0.017084
40,17,0.222623,0.005416
63,52,0.276709,0.018584
40,36,0.282876,0.008459
585,13,0.347917,0.00325
48,19,0.270749,0.00875
40,48,0.347042,0.00875
5712,13,0.548209,0.005709
13200,20,0.742375,0.0165
44,10,0.711832,0.010875
40,43,0.594001,0.026291
130,15,0.878167,0.011583
56,13,0.493249,0.0075
60,143,0.355417,0.034958
45,14,0.324081,0.006041
62,27,0.386791,0.006333
45,12,0.227374,0.005291
40,20,0.494,0.006209
40,15,0.324708,0.004917
48,14,0.314167,0.003875
170,12,0.263041,0.003791
1176,12,0.435291,0.01
136,14,0.498417,0.004625
324,73,0.642667,0.037583
43,15,0.783584,0.009833
48,79,0.927916,0.029542
156,15,0.310749,0.004083
128,13,0.142126,0.003084
49,14,0.315374,0.003834
1152,22,0.745708,0.010667
3600,16,0.338917,0.005125
51,90,0.886959,0.035167
54,19,0.294001,0.007833
48,22,0.190626,0.013375
151620,26,0.3195,0.007
414,21,0.368374,0.007291
48,32,0.385833,0.0095
1008,23,0.170834,0.005042
3645,43,0.280834,0.008166
40,33,0.374959,0.010083
84,17,0.515501,0.00725
21658,20,0.243833,0.004708
322,903,1.25142,0.317625
104,22,0.376085,0.005125
65,20,0.290876,0.005625
1440,23,0.281833,0.00675
816,18,0.315667,0.005417
1392,20,0.487208,0.005708
3328,21,0.891249,0.006791
48,21,0.305666,0.005625
96,25,0.424125,0.009958
55,22,0.162542,0.006333
1232,20,0.235708,0.005041
224,64,0.914292,0.022542
98,22,0.364125,0.005584
630,70,0.440417,0.015375
2415,56,0.758958,0.017959
240,21,0.364083,0.003625
144,19,0.341083,0.006333
40,19,0.2625,0.007583
93,20,0.308709,0.006875
513,1132,0.73075,0.252125
552,19,0.291792,0.00675
297,20,0.175875,0.0055
41,20,0.312458,0.005458
68,22,0.349125,0.007375
192,22,0.402707,0.005791
42,106,0.420208,0.032208
2576,18,0.277833,0.007667
49,54,0.4645,0.021291
304,37,0.85979,0.012166
120,74,0.317167,0.017417
162,24,0.450126,0.007875
42,19,0.362959,0.008125
748,19,0.297126,0.004667
68,20,0.190709,0.00675
57,26,0.6385,0.007875
93,19,0.271584,0.004542
56,22,0.510125,0.006417
52,18,0.54804,0.005083
273,21,0.228167,0.004917
560,33,0.662,0.012458
62,21,0.394374,0.007458
45,21,0.129123,0.004458
69,20,0.140375,0.004583
40,18,0.311958,0.006334
51,19,0.405876,0.005959
624,19,0.315584,0.005917
96,53,0.357083,0.016916
3024,18,0.35475,0.004917
198,18,0.220918,0.00825
1440,20,0.230334,0.004208
64,21,0.472918,0.005792
150,16,0.468834,0.007042
1560,24,0.381458,0.00975
65,21,0.189418,0.003792
330,18,0.278875,0.0085
120,17,0.4585,0.031917
56,17,0.13975,0.004791
11040,20,0.849875,0.032208
170,20,0.307332,0.005208
186,18,0.29025,0.005208
112,17,0.213582,0.008041
31680,24,0.442333,0.0105
102,18,0.231376,0.005459
260,20,0.55475,0.007041
55,21,0.362041,0.0055
104,19,0.329459,0.009208
168,19,0.295751,0.005042
372,41,0.373541,0.015417
138,21,0.208335,0.003417
126,3015,1.09567,0.5685
42,20,0.343458,0.00625
54,19,0.268459,0.004167
48,21,0.262627,0.00475
42,22,0.119873,0.006958
8160,35,0.316167,0.009958
13860,18,0.445124,0.00475
58,21,0.411666,0.006958
50,20,0.248333,0.00575
1512,21,0.215041,0.004
216,18,0.332875,0.0075
40,20,0.27375,0.004375
96,21,0.179707,0.006333
56,98,0.470376,0.034
56,19,0.278167,0.005875
364320,20,0.369002,0.004459
72,19,0.320251,0.007208
308,20,0.363624,0.006708
42,26,0.661458,0.010083
616,19,0.302209,0.010209
176,21,0.26125,0.003583
2145,25,0.465166,0.011541
207,368,0.386875,0.078459
19584,41,0.496376,0.012584
345,21,0.283416,0.003875
48,385,0.581584,0.084042
81,19,0.492709,0.008
324,19,0.283167,0.007583
240,19,0.380749,0.007333
84,18,0.244666,0.004958
726,18,0.473791,0.006625
360,16,0.388167,0.007708
252,17,0.361083,0.004375
1728,19,0.172667,0.00375
52,26,0.580751,0.008959
1440,17,0.154833,0.004708
210,21,0.555333,0.006167
203,22,0.685209,0.007459
840,18,0.272083,0.003708
76,36,0.31875,0.008542
40,22,0.326834,0.004834
1320,20,0.179416,0.004291
2142,20,0.303292,0.004375
48,18,0.415751,0.007875
504,19,0.229376,0.0065
30628,20,0.295167,0.005667
72,22,0.283333,0.005083
4500,23,0.348166,0.00775
6944,35,0.448043,0.014625
504,183,0.607999,0.033958
95,20,0.277584,0.006292
72,25,0.358083,0.005458
90,29,1.02954,0.016667
58,22,0.334584,0.008167
2375,16,0.266291,0.006583
1584,19,0.24354,0.003708
40,31,0.472375,0.010833
1188,19,0.363542,0.009083
4950,22,0.283501,0.005292
88,21,0.387707,0.007416
63,26,0.443709,0.005708
43,21,0.311375,0.00625
186,18,0.371293,0.006042
3000,20,0.339501,0.0075
96,23,0.335625,0.006417
624,105,0.289582,0.02075
42,22,0.484458,0.005291
162,18,0.520542,0.005333
47,1480,0.915125,0.27
52,20,0.240167,0.004166
1196,19,0.294168,0.004042
101088,75,0.230833,0.019
40,26,0.282082,0.006208
50,22,0.3515,0.004875
44,20,0.309875,0.004792
160,21,0.394293,0.004792
68,21,0.266457,0.004833
48,20,0.677459,0.007084
756,37,0.454833,0.01125
139,21,1.08742,0.010541
45,251,0.496124,0.06525
72,17,0.328876,0.006292
5292,15,0.338083,0.005542
260,16,0.318084,0.00525
75,42,0.586084,0.017667
40,50,0.310625,0.01175
216,18,0.576458,0.004333
40,64,0.372709,0.011417
7056,17,0.309125,0.004666
1023,20,0.450833,0.011791
1440,21,0.367748,0.008916
68,18,0.356584,0.006208
54,20,0.284793,0.006417
3240,20,0.438417,0.006292
42,24,0.400416,0.006541
40,28,0.462583,0.006667
60,21,0.440876,0.004417
408,19,0.550708,0.006541
4200,22,0.360541,0.012875
56,24,0.425625,0.005667
40,33,0.294125,0.007167
54,554,0.621042,0.168542
2016,18,0.27725,0.004375
154,20,0.503209,0.00725
42,916,0.945251,0.296709
966,19,0.530543,0.008042
130,23,0.511458,0.0055
81,25,0.338208,0.007292
132,22,0.5715,0.0075
55,23,0.518126,0.005625
1482,18,0.434375,0.005791
40,21,0.743792,0.012666
182,19,0.286876,0.004584
168,41,0.611251,0.012792
320,401,0.643627,0.113917
4290,20,0.333334,0.00775
48,23,0.286541,0.004541
70,29,0.624832,0.012
14300,16,0.420916,0.006166
126,190,0.782126,0.053625
91,26,0.366748,0.008125
50,25,0.4375,0.00875
87,25,0.461085,0.009875
76,26,0.417959,0.007375
144,27,0.36075,0.008708
1056,26,0.458332,0.006291
48,27,0.282668,0.00575
828,26,0.410124,0.006083
10368,48,0.517334,0.01475
200,23,0.627708,0.006708
396,29,0.706,0.011375
364,25,0.349166,0.006833
264,69,0.480999,0.012833
160,27,0.566167,0.006875
51,27,0.297043,0.005625
600,25,0.414583,0.0095
96,29,0.377208,0.006791
288,26,0.626083,0.011458
156,20,0.3245,0.007125
75,27,0.630625,0.010791
432,27,0.418249,0.008291
96,30,0.555625,0.009209
2160,40,0.364542,0.010875
138,28,0.44275,0.00575
197,27,0.369208,0.007375
736,35,0.776792,0.010541
448,27,0.648999,0.00525
48,57,0.882792,0.021209
264,26,0.793957,0.01125
2515968,26,0.255876,0.007792
1024,22,0.405167,0.009459
2880,31,0.802709,0.010542
1248,27,0.622666,0.0105
6630,35,0.567375,0.011584
162,26,0.515376,0.007542
352,28,0.707916,0.009458
144,27,0.313624,0.00525
528,31,0.32904,0.007791
9384,31,0.757375,0.006
54,27,0.233123,0.005333
208,26,0.407293,0.009584
324,21,0.515708,0.008541
816,25,0.283708,0.004292
1764,52,0.540501,0.01725
99,30,0.450625,0.008375
234,46,0.416418,0.013209
54,24,0.405207,0.007375
192,33,0.407917,0.008833
240,22,0.345125,0.008292
945,36,0.737334,0.012625
216,23,0.393543,0.008417
2970,28,0.332168,0.005542
155,27,0.305333,0.005417
792,34,0.648501,0.011084
880,27,0.471918,0.008875
832,26,0.341999,0.007625
45,171,0.421126,0.018875
40,25,0.477126,0.010459
480,29,0.642916,0.015958
420,3286,1.42392,0.774125
96,26,0.335708,0.006208
234,25,0.607043,0.008584
156240,25,0.384543,0.005542
7296,23,0.530667,0.009709
900,28,0.461626,0.007417
129,28,0.680375,0.010916
54,25,0.335749,0.007416
51,30,0.750332,0.011875
190,25,0.355625,0.006458
1485,22,0.681083,0.00925
6048,71,0.639333,0.0215
1172080,23,0.347124,0.005375
380,25,0.380041,0.009416
162,26,0.31525,0.007459
44,32,0.331208,0.007833
875,42,0.31875,0.0095
552,28,0.452167,0.008
40,28,0.433709,0.006458
114,23,0.430875,0.006625
3915,25,0.345584,0.006125
780,24,0.328291,0.006583
2268,34,0.715542,0.0135
2178,24,0.407083,0.007583
50,645,0.858583,0.172125
2016,27,0.299125,0.004875
68,40,0.505625,0.013791
396,23,0.297291,0.005667
98,25,0.325252,0.007292
44,27,0.488291,0.007833
2808,28,0.536167,0.005708
45,30,0.892625,0.010542
578,24,0.45046,0.007959
84,53,0.609958,0.021875
288,25,0.48625,0.0125
1053,28,0.250626,0.006083
5040,25,0.403583,0.006958
144,28,0.977958,0.015209
1188,28,0.175668,0.005959
336,26,0.317458,0.007
45472,23,0.224833,0.004833
8424,25,0.37275,0.010625
240,69,1.27408,0.029833
15300,23,0.361375,0.012834
45,31,0.689292,0.008667
60,23,0.193418,0.005834
329,27,0.591167,0.011542
54,31,0.394708,0.011458
40,23,0.401625,0.0085
55,39,0.454793,0.010958
156,26,0.831542,0.009292
320,27,0.367583,0.007292
132,45,0.819373,0.017458
680,26,0.266625,0.00475
220,29,0.193125,0.005667
50,36,0.435374,0.012041
96,25,0.373833,0.006667
84,259,0.692083,0.077833
14076,24,0.486916,0.006667
288,24,0.372459,0.006042
1352,26,0.479126,0.008375
270,26,0.349125,0.007125
60,4839,1.94221,1.55517
3420,23,0.611958,0.008292
60,41,0.580374,0.01075
288,24,0.348458,0.008916
2240,25,0.366624,0.005916
464,23,0.394124,0.011166
1344,25,0.360583,0.006208
60,26,0.363084,0.007333
216,28,0.374499,0.005833
1080,26,0.422875,0.006666
40,43,0.279583,0.008792
224,36,0.57125,0.010167
80,26,0.487332,0.007
66,28,0.357333,0.008584
208,27,0.455292,0.006
620,24,0.37325,0.006042
42,40,0.505375,0.009541
84,28,0.225667,0.005208
60,23,0.349292,0.007458
1610,39,0.467292,0.011208
168,27,0.464082,0.009041
1750,24,0.241666,0.00825
286,25,0.591792,0.006958
25344,25,0.515208,0.009833
128,17015,5.43563,4.38104
65,27,0.615333,0.010083
140,31,0.616291,0.007291
44,31,0.486708,0.007834
48,1120,0.633792,0.15825
256,22,0.488749,0.007708
1344,27,0.318291,0.008375
6048,31,0.475833,0.011125
93,489322,215.498,214.828
384,20,0.781583,0.008584
580,28,0.711916,0.010709
525,25,0.378832,0.007166
48,26,0.238166,0.006875
72,24,0.387209,0.005542
115,28,0.798792,0.010167
9520,26,0.308792,0.007583
120,27,0.345292,0.007459
1210,27,0.348292,0.006375
1620,30,0.366333,0.007291
864,28,0.492584,0.007625
76,26,0.430126,0.008917
120,29,0.342416,0.006042
1155,27,0.427999,0.005583
40,31,0.354917,0.005834
76296,29,0.332624,0.008208
208,30,0.513834,0.007167
48,30,0.434001,0.00775
4608,27,0.509251,0.008792
405,37,0.8995,0.01325
45,28,0.31025,0.006
828,73,0.57575,0.0255
504,27,0.382667,0.0075
816,24,0.287458,0.007208
260,38,0.646834,0.014459
54,23,0.378375,0.007292
1728,36,0.426249,0.010083
396,74,0.511583,0.013458
96,28,0.32375,0.007209
224,27,0.298042,0.006958
34224,24,0.305373,0.005541
40,36,1.20862,0.012166
135,34,0.801,0.011875
162,28,0.292793,0.004
810,26,0.577542,0.007417
408,24,0.487875,0.010583
130,31,0.499833,0.006417
69,27,0.295333,0.0085
64,26,0.495,0.006291
112,24,0.419458,0.007959
264,49,0.493124,0.010917
129,47,0.811667,0.015459
450,26,0.431,0.007166
171,29,0.56025,0.009167
880,101,0.632126,0.029792
45,13,0.544332,0.008375
6,12,0.213959,0.003292
40,21,0.188208,0.004292
40,9,0.519,0.005125
40,56,0.364583,0.016333
57,16,0.2105,0.004292
44,5,0.325667,0.002584
8,18,0.207792,0.005958
52,8,0.776416,0.004542
40,14,0.229541,0.003625
66,23,0.294167,0.006208
4,8,0.197416,0.002375
54,10,0.361499,0.005417
90,10,0.663417,0.0055
40,25,0.681833,0.008792
42,8,0.223625,0.002583
40,62,0.445667,0.014042
40,14,0.21575,0.003625
64,6,0.632083,0.004125
47,9,0.624124,0.005083
60,7,0.720792,0.005667
41,7,0.198542,0.002875
40,11,0.287833,0.003542
19,7,0.198041,0.002167
64,7,0.615,0.005084
40,20,0.293834,0.005042
50,8,0.489625,0.0045
40,44,0.245083,0.009125
64,22,0.697333,0.007833
54,8,0.572376,0.005292
57,10,0.191917,0.003042
46,8,0.233458,0.002625
40,35,0.470625,0.011166
42,13,0.433793,0.008792
52,8,0.812375,0.006
40,37,0.317293,0.00725
42,67,0.536708,0.02625
45,25,0.323291,0.008375
100,11,0.310959,0.005334
49,6,0.218709,0.00275
40,9,0.092957,0.003833
60,7,0.335335,0.002834
108,6,0.240083,0.002625
220,26,0.445208,0.010667
42,11,0.350374,0.005041
9,11,0.186208,0.00225
53,10,0.487541,0.008917
60,8,0.796,0.00625
44,9,0.555,0.004417
120,7,0.2895,0.00325
57,7,0.247751,0.0025
40,28,0.307457,0.007375
57,6,0.202292,0.001583
45,8,0.622124,0.006208
64,9,0.423917,0.003583
43,7,0.176751,0.005209
52,7,0.590499,0.004166
40,17,0.243083,0.003667
66,7,0.478208,0.003208
41,9,0.236333,0.002916
46,11,0.445583,0.005333
45,6,0.338458,0.003667
7,25,0.221541,0.006333
58,9,0.115417,0.00325
42,10,0.322918,0.003209
40,8,0.777875,0.005833
40,17,0.771292,0.010958
57,11,0.680334,0.009417
54,6,0.242834,0.002
42,7,0.516041,0.007625
48,6,0.239875,0.002666
62,10,0.342,0.003834
41,28,0.273166,0.007459
43,16,0.077957,0.003958
40,31,0.214374,0.008541
41,7,0.658792,0.004625
192,6,0.753458,0.003958
40,79,0.443249,0.017458
48,34,0.368917,0.015
3,6,0.198417,0.002
43,35,0.494874,0.01275
47,10,0.26054,0.004416
44,9,0.687542,0.005625
52,13,0.476001,0.005834
40,24,0.243041,0.0095
40,30,0.263749,0.007208
40,79,0.326792,0.014125
48,51,0.678542,0.018209
52,8,0.704999,0.0055
24,25,0.238333,0.007916
43,7,0.498332,0.005791
48,7,0.230666,0.002416
600,14,0.295249,0.00625
323,6,0.518875,0.003042
42,18,0.545958,0.005916
40,14,0.44,0.004667
448,9,0.511001,0.00725
42,15,0.249126,0.003792
44,25,0.301958,0.007416
52,9,0.705624,0.005541
40,6,0.197959,0.001417
56,13,0.693792,0.011583
15,8,0.083126,0.002667
40,116,0.293874,0.020041
40,37,0.214334,0.004708
50,7,0.52775,0.004
48,7,0.186502,0.003209
40,37,0.46475,0.00975
51,12,0.41725,0.006
1,7,0.099168,0.002334
40,8,0.512792,0.0045
40,10,0.46225,0.003375
41,21,0.276626,0.007542
34,605,0.466126,0.107208
40,11,0.194792,0.002917
40,11,0.549876,0.005625
42,8,0.403834,0.004375
40,19,0.731208,0.011333
702,7,0.313957,0.003208
70,9,0.227251,0.003042
288,6,0.544792,0.002625
54,8,0.51925,0.005292
42,10,0.518958,0.008292
42,15,0.675042,0.006875
40,25,0.544876,0.010917
62,7,0.852458,0.004541
42,6,0.195583,0.001916
52,6,0.122959,0.002
66,6,0.692042,0.008917
40,21,0.26229,0.006166
42,28,0.364875,0.012417
40,87,0.456168,0.029208
40,25,0.259751,0.005917
63,8,0.456499,0.004083
42,41,0.34625,0.014375
40,52,0.643167,0.017
40,30,0.720875,0.010333
40,37,0.371124,0.008291
44,5,0.584584,0.007917
12,9,0.149958,0.003417
40,6,0.244625,0.002333
44,7,0.487208,0.00425
42,48,0.417749,0.017416
52,23,0.382041,0.008167
47,9,0.188083,0.002917
40,24,0.117167,0.004917
48,7,0.277375,0.004916
45,8,0.632374,0.005083
62,7,0.780833,0.00575
42,39,0.34575,0.014
42,21,0.318083,0.00725
330,12,0.277707,0.005208
78,8,0.452292,0.004708
54,6,0.229626,0.002167
45,7,0.200918,0.004959
50,7,0.242,0.002416
48,12,0.716209,0.007375
40,13,0.213708,0.003417
40,202,0.511833,0.061125
210,6,0.397625,0.002625
42,21,0.40925,0.008666
46,15,0.661875,0.009209
251,6,0.692958,0.007791
42,8,0.280625,0.004416
288,6,0.577083,0.004208
64,7,0.710707,0.005041
42,11,0.523916,0.00475
40,18,0.29975,0.004625
45,7,0.152002,0.002709
44,7,0.234001,0.002209
41,15,0.369125,0.006417
40,6,0.7225,0.005375
40,6,0.137584,0.002542
360,6,0.254958,0.004042
54,8,0.368083,0.005541
41,11,0.19225,0.003625
40,73,0.263207,0.013291
40,8,0.723832,0.005458
42,11,0.44871,0.004959
54,12,0.638501,0.007292
216,10,0.684041,0.007125
42,8,0.196083,0.002625
54,7,0.096582,0.002958
44,72,0.332916,0.016
47,14,0.407292,0.00575
34,8,0.235876,0.006
45,7,0.324875,0.003625
40,9,0.130582,0.00375
40,59,0.35775,0.013625
46,7,0.407916,0.004084
48,7,0.756459,0.004917
36,10,0.239167,0.004125
54,7,0.356749,0.003208
40,10,0.204333,0.007416
45,7,0.164709,0.002917
44,9,0.070625,0.0025
54,13,0.391376,0.006375
40,26,0.33325,0.011167
40,36,0.602583,0.008667
49,17,0.405626,0.006167
